fund_name,cumulative_return,annualised_return,annualised_volatility,sharpe_ratio,max_drawdown,average_turnover,estimated_cost_drag,average_crypto_weight
Guarded Minimum Variance,0.18792919064506353,0.05932569876098315,0.12769376061992244,0.5151977766856886,-0.15251449581446808,0.15748075871221456,0.006698942358309257,0.006020209326766374
Guarded Minimum Variance + Sentiment Tilt,0.1877332756445682,0.05926722836474796,0.12769277666154158,0.5147685152727803,-0.15261764706387881,0.15752992723821815,0.006699933211125941,0.005957836963528406
