fund_name,gross_cumulative_return,net_cumulative_return,estimated_cost_drag,average_turnover,total_turnover
Combined Maximum Sharpe,0.9555168704237353,0.9317255827637361,0.023791287659999272,0.34176531227760465,12.303551241993768
Combined Minimum Variance,0.1849339071266476,0.17831757341634846,0.006616333710299127,0.15593388211420092,5.613619756111233
Guarded Minimum Variance,0.18792919064506353,0.18123024828675427,0.006698942358309257,0.15748075871221456,5.669307313639724
Crypto Minimum Variance,6.414016120768667,6.386378138936309,0.027637981832357994,0.09359959078971772,3.743983631588709
